id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
384909;Central Loft, Great Rooftop Terrace;1927004;Lisanne;;Centrum-West;5237393;487793;Entire home/apt;199;2;106;14.03.19;Jan/20;1;0
387644;Lovely apt, Amsterdam /Jordaan.;1939619;Melih;;Westerpark;5237927;48775;Entire home/apt;295;4;52;02.07.19;0.60;1;12
396125;Room in Jordaan Heart of Amsterdam;1979865;Carolyn Sandra;;Centrum-West;5237914;488493;Private room;70;3;532;31.05.19;06. Jul;1;11
400325;Cozy City Centre Studio Apartment !;1998272;Sascha;;Centrum-Oost;5236123;489489;Entire home/apt;140;2;53;02.07.17;0.60;1;0
402353;Vintage apartment with roof terrace;2008330;Lidy;;Watergraafsmeer;5235414;493428;Entire home/apt;130;2;150;26.06.19;Jan/76;1;261
406794;Beautiful spacious 130m family home;325306;Michiel;;Oud-Oost;5236131;492579;Entire home/apt;150;2;8;22.08.16;0.19;1;0
408794;Rooftop Terrace Luxury Loft Centre Amsterdam;2035506;Janto (B);;De Baarsjes - Oud-West;5235971;486177;Entire home/apt;129;3;23;27.08.18;0.28;1;220
410998;Perfect location - 2-bdrm ideal for a family of 3;2046301;Nina;;De Baarsjes - Oud-West;5237131;487287;Entire home/apt;120;2;6;15.08.16;0.10;2;0
414917;Cent Adam Lux (2-4p) Apt 90 sqm(m2);2063612;Jan;;Centrum-Oost;52363;489917;Entire home/apt;299;180;78;16.07.15;0.90;1;358
415619;Sunny Amsterdam East Harbor View;1336633;Stephan;;Oostelijk Havengebied - Indische Buurt;5236958;493516;Entire home/apt;145;2;64;07.07.19;0.74;1;268
418098;Beautiful 19th Cent. City Apartment;2078292;Annemarije;;De Baarsjes - Oud-West;5236872;486022;Entire home/apt;185;3;21;22.02.19;0.24;1;1
418901;Authentic Jordaan - Central Luxury;1005087;Wytse;;Centrum-West;5237937;489362;Entire home/apt;260;7;45;12.06.19;0.53;2;60
422044;‚òÖ City Centre Loft #4;1826139;Esther & Jan;;Centrum-West;5237999;489388;Entire home/apt;275;7;128;16.11.18;Jan/47;9;53
431206;FAMILY HOUSE-PERFECT LOCATION! Available for Xmas;2143683;Lotte;;Zuid;5235453;487522;Entire home/apt;250;2;21;21.08.17;0.24;1;0
431635;Sunny apartment with cat;1939922;Hannes;;Bos en Lommer;5237853;485573;Entire home/apt;65;5;14;26.04.19;0.17;1;0
432233;Beautiful apartment @ true center;2144360;Feiko;;Centrum-Oost;5236177;488744;Entire home/apt;300;2;23;07.05.17;0.26;1;356
434097;Cosy Studio Canalside, CENTRE.;2157711;Olga;;Centrum-Oost;5236409;492208;Private room;82;2;191;23.06.19;Feb/49;1;53
437757;COOL DESIGN HOUSE with WiFi;2174719;Natalie;;De Pijp - Rivierenbuurt;5235298;490512;Entire home/apt;109;2;116;09.06.19;Jan/33;1;194
438089;STUDIO FOR 2 VONDELPARK AMSTERDAM;2064560;Har;;De Baarsjes - Oud-West;523615;486781;Private room;119;3;179;22.06.19;Feb/16;2;190
440992;Charming houseboat near Olympic St.;2191136;Jan;;Zuid;5234279;484985;Entire home/apt;150;3;99;30.05.19;Jan/14;1;28
441424;Whole house in center of Amsterdam.;2193861;Marco;;Oostelijk Havengebied - Indische Buurt;5237379;494488;Entire home/apt;148;2;27;26.08.18;0.32;1;162
442105;SPACIOUS & LUXURY CANAL APARTMENT WITH GARDEN;2196820;Genna;;De Baarsjes - Oud-West;5237202;487093;Entire home/apt;250;2;106;02.07.19;Jan/23;1;231
443698;The Warehouse: at home in Amsterdam;2204326;Petra;;Centrum-Oost;5236035;489967;Private room;135;1;67;20.05.19;0.78;2;128
444935;Fantastic apartment right in the city centre;2059471;Daisy;;Centrum-Oost;5236446;488871;Entire home/apt;149;4;9;17.08.17;0.27;1;0
445345;Apartment in cool area near center;1542832;Jan-Willem;;De Baarsjes - Oud-West;5236916;485589;Entire home/apt;120;7;41;24.10.16;0.47;1;0
445660;cosy room with private entrance;2202945;Heleen;;De Baarsjes - Oud-West;5236903;485603;Private room;75;3;365;01.07.19;Apr/19;3;243
446592;Three colourful art rooms in trendy Pijp;1543378;Daniel And Thera;;De Pijp - Rivierenbuurt;5235852;490356;Private room;100;2;207;07.07.19;Feb/38;1;293
446999;Guestroom VONDELPARK AMSTERDAM;2064560;Har;;De Baarsjes - Oud-West;5236105;4867;Private room;109;3;293;24.06.19;Mär 57;2;221
447151;creative ground floor house close to Vondelpark;2220492;Raymond;;Zuid;5235353;484709;Entire home/apt;85;4;75;25.01.19;0.86;1;0
450767;Houseboat 'Saturnus' Amsterdam;2238440;Richard En Birgit;;Centrum-Oost;5237007;49017;Entire home/apt;255;3;71;28.03.19;0.86;3;62
451719;FABULOUS MODERN LOFT IN JORDAAN;2243649;Martin & Smadar;;Centrum-West;5237116;487896;Entire home/apt;175;3;60;30.07.18;0.69;1;280
454056;Lovely house at Docklands + 2 bikes;2255820;Jaap;;Oostelijk Havengebied - Indische Buurt;5237176;495029;Entire home/apt;125;4;28;15.10.18;0.33;1;98
460469;Great apartment near the centre ;1997447;Suzan;;Oud-Oost;5236048;492685;Entire home/apt;110;3;46;18.08.17;0.53;1;0
462341;Central 17th Century Unique House;2297302;Milen & Joes;;Centrum-West;5237393;489355;Entire home/apt;175;3;28;11.06.19;0.55;1;8
467103;Luxurious apartment @ Dam Square;2313040;Willem;;Centrum-West;5237074;489435;Entire home/apt;160;2;150;22.06.19;Jan/84;1;0
467852;Luxury Canal House | City Centre | 8p! | Free WIFI;8003829;Christian;;Centrum-West;5236817;488454;Entire home/apt;350;7;19;11.05.19;0.22;3;127
474452;xx;2352274;Alexander;;De Baarsjes - Oud-West;5236975;486026;Entire home/apt;125;3;28;07.12.16;0.37;1;0
478448;VIOLET ROOM 6 MIN. TO CENTER;2368759;Angie;;Oud-Oost;5235777;491258;Private room;50;1;5;06.08.12;0.06;3;0
480245;Cosy apartment along the Amstel.;2378237;Rachelle;;Oud-Oost;5235409;491289;Entire home/apt;150;2;16;24.06.19;0.32;1;0
481664;"Einzigartiges Hausboot ""De Calidris!";1382273;Eltjo & Liselore;;Westerpark;5239038;489128;Private room;105;2;395;05.07.19;Mai 88;2;287
483779;Spacious studio apartment in A'dam;2395278;Alex;;Slotervaart;5234932;483133;Private room;72;2;38;22.10.17;Jan/15;1;0
484836;Modern 3 bedroom apt. + garden near Jordaan;2396890;Esther;;De Baarsjes - Oud-West;5237066;486025;Entire home/apt;200;3;53;12.02.19;0.62;1;0
485237;Spacious home with sunny terrace ‚Ç¨75/2p;2402296;Corry;;Slotervaart;5236402;483034;Entire home/apt;75;1;36;11.06.19;0.42;1;11
489418;Central quiet ap'ment with parcview;2418579;Julia;;Bos en Lommer;5237594;48501;Entire home/apt;79;2;96;03.01.15;01. Dez;1;0
489832;Authentic spacious house in great location.;2421854;Margreet;;De Baarsjes - Oud-West;5236362;486762;Entire home/apt;130;7;33;17.05.19;0.42;1;249
494433;Central, cozy apartment + garden!;907405;Yahav;;De Baarsjes - Oud-West;5236852;485231;Entire home/apt;90;3;21;14.06.19;0.25;2;3
495862;2 floor garden facing Vondelpark;2449055;Marieke;;De Baarsjes - Oud-West;5236165;487311;Entire home/apt;400;3;13;29.04.19;0.18;1;206
498514;Private Apartment Good Area + Bikes;2460925;Hans;;De Pijp - Rivierenbuurt;5234072;33329;Entire home/apt;140;3;26;06.07.19;0.32;1;48
500516;Stay at the canal side!Centre A'dam;2469696;Rosemarijn;;Centrum-Oost;5236551;488598;Entire home/apt;155;1;18;02.09.18;0.24;1;250
502869;Light filled, one bedroom delight;2480479;Claire;;Westerpark;5238303;487512;Entire home/apt;150;5;19;30.06.19;0.23;1;24
503629;Quiet & spacious apt, near Museums & Concertgebouw;2483843;Alban;;Zuid;5235364;487824;Entire home/apt;117;4;10;06.05.19;0.14;1;0
505012;Centre Amsterdam perfect for family;1645998;Djoke;;Centrum-Oost;5236402;488758;Entire home/apt;299;3;56;02.06.19;0.69;1;101
505650;Stylish Design Apartment;2492723;Irene;;Zuid;52355;487611;Private room;140;3;114;26.06.19;Jan/39;2;271
505804;Light studio in centre of Amsterdam;2493425;Simone;;Westerpark;523848;487726;Entire home/apt;78;6;91;24.05.19;01. Jul;1;0
507598;Canal View Apartment! Jordaan Area;2501656;Carinia;;Centrum-West;5237862;487944;Entire home/apt;400;2;62;16.06.19;0.73;1;301
510836;‚òÖ Combo City Centre Apartments;1826139;Esther & Jan;;Centrum-West;5238037;489359;Entire home/apt;700;7;108;09.11.18;Jan/40;9;241
514946;Typical Amsterdam apt. in center;2536209;Martijn;;Watergraafsmeer;5235502;493512;Entire home/apt;120;5;6;03.01.16;0.08;1;0
515088;Familyfriendly Suite incl breakfast;2536879;Hansje;;Noord-Oost;523955;499576;Private room;139;2;2;10.03.19;0.17;1;329
515921;Apartment near vondelpark & centre;2541099;Anne-Marie;;Zuid;5235089;485352;Entire home/apt;155;2;71;30.06.19;0.83;1;53
516482;Space of Love - great vibe in A'dam;2542800;No√´lle;;Westerpark;5238874;488437;Entire home/apt;99;2;53;09.06.19;0.62;1;5
517092;4 bedroom apartment near the park;2041793;Bas;;De Baarsjes - Oud-West;5236138;485545;Entire home/apt;135;6;0;;;1;189
517996;Bright Canal house with amazing view! @the Jordaan;2550339;Aemilia;;Centrum-West;5237813;488594;Entire home/apt;160;3;20;14.04.19;0.24;1;175
522471;Beautiful grand appartment (135 m2);2569931;Harriet;;Bos en Lommer;5237762;485285;Entire home/apt;180;5;21;31.07.18;0.28;1;14
526183;Amstelview B&B Welcomed by River!;2586468;Amstelview Apartment Riverside Plus;;Oud-Oost;5235115;491189;Entire home/apt;150;2;7;26.04.15;0.08;3;316
526212;B&B room gardenside, riverfront;2586468;Amstelview Apartment Riverside Plus;;Oud-Oost;5235242;491249;Entire home/apt;145;2;14;05.03.19;0.19;3;316
528022;Somewhere Else;2594559;Els;;Westerpark;5239139;488874;Private room;110;2;168;04.07.19;5.00;1;300
528227;Renovated apartment in center (3month stay);2422197;Paul;;Centrum-Oost;5236204;490543;Entire home/apt;127;35;28;18.03.18;0.33;1;0
528594;Connect-Inn: Clear & Cheerful;2597146;Mathilde;;Slotervaart;5235867;482476;Private room;80;1;72;05.05.18;0.85;3;0
528704;LOVELY REAL AMSTERDAM APARTMENT;2597578;Lotte;;De Pijp - Rivierenbuurt;5235309;489094;Private room;60;60;48;05.05.18;0.57;1;50
530136;Content In the Pijp for One Person;2604093;Sharon;;Centrum-Oost;5236021;489934;Private room;55;2;323;06.07.19;Mär 77;1;288
533623;Spacious Apartment  Amsterdam Zuid;2622306;Jeanne;;Zuid;5234522;48743;Entire home/apt;150;3;39;26.10.18;0.65;1;0
538723;Beautiful ground floor apartment ;356740;Dimphy;;Watergraafsmeer;5235541;493876;Entire home/apt;140;4;52;05.05.19;0.61;1;7
539036;Amsterdam Houseboats | De Hoop;82145;Wim;;Centrum-Oost;5236266;490977;Entire home/apt;288;3;58;23.07.18;0.70;2;309
539579;Small cozy private attic room !;1305208;Savina;;De Baarsjes - Oud-West;5236929;485879;Private room;65;3;187;25.06.19;Feb/27;1;279
540194;Large central historic family home;746739;Dominique;;Centrum-West;5238049;488743;Entire home/apt;250;5;16;28.10.18;0.19;1;165
543930;Family Friendly Spacious Appartment;2674073;Daan & Jelena;;Oud-Oost;523639;492542;Entire home/apt;139;4;7;30.07.18;0.08;1;0
543932;PLAYFUL SPLIT-LEVEL LOFT+GARDEN;2303229;Dirk;;Westerpark;5237472;487233;Entire home/apt;295;4;110;31.05.19;Jan/29;1;365
544506;Luxury apartment + private garden;2677807;Sander;;Bos en Lommer;5237508;485753;Entire home/apt;200;4;56;02.07.19;0.69;1;348
546221;Authentic Houseboat city center, A'dam;2673467;Hilda;;Centrum-Oost;5236842;490142;Entire home/apt;199;2;198;22.06.19;Feb/40;1;0
549310;3 bedrooms Apartment+Garden;2699033;Barbara;;De Baarsjes - Oud-West;5237234;486229;Entire home/apt;230;1;40;23.06.19;0.83;1;0
550783;Charming canal apartment (75m2);2707013;Jesse;;De Baarsjes - Oud-West;5237296;487374;Entire home/apt;110;2;23;11.03.16;0.49;1;0
551495;Cosy Campervan Amsterdam;711896;La Bella;;Gaasperdam - Driemond;5230676;497829;Shared room;60;1;62;16.06.19;0.88;3;159
551606;Spacious house at waterfront;2710951;Anna;;Oostelijk Havengebied - Indische Buurt;5237245;495088;Entire home/apt;299;3;46;31.08.17;0.61;1;34
552145;Near city center, green area, WIFI;2460631;Lardy;;De Baarsjes - Oud-West;5236694;485033;Entire home/apt;50;5;18;05.03.18;0.21;1;0
553216;* Live like a King @ Prinsengracht;1600010;Anke & Robert;;Centrum-West;5237453;488406;Entire home/apt;1750;21;33;30.04.19;0.39;2;0
555225;Lovely house close to the Jordaan!;2727759;Sophie;;Westerpark;5237823;487284;Entire home/apt;125;2;10;01.10.17;0.21;1;0
555399;Amsterdam - conveniently located;1829820;Gina;;De Baarsjes - Oud-West;5237276;487285;Entire home/apt;120;1;22;31.05.15;0.26;2;0
561297;Room available w/private bathroom in city centre;72249;Hanneke;;Centrum-West;5236838;487796;Private room;139;1;19;07.07.19;0.30;1;81
561713;Spacious duplex apartment + terrace near centre;2761838;Yulia;;Oud-Oost;5236075;493127;Entire home/apt;195;4;5;28.07.18;0.06;1;0
563682;THE COSY HOUSE | AMSTERDAM;2460218;Jo√´lle;;Centrum-West;523819;488901;Entire home/apt;250;10;2;07.09.17;0.02;1;281
564826;Beautiful apartment + Lovely garden.;2778131;Clementine;;De Pijp - Rivierenbuurt;5235555;490146;Entire home/apt;150;4;16;29.04.19;0.19;1;0
565735;Cosy apt 3rd fl A'dam Keizersgracht;2040542;Maud;;Centrum-Oost;5236368;48938;Entire home/apt;175;6;118;25.05.19;Jan/39;1;287
568005;Bright central studio with terrace;2794849;Yasha & Dessi;;Zuid;5235217;488042;Entire home/apt;140;2;55;14.05.17;0.66;2;99
568446;Pretty apt in the center of A'dam;2797260;Noriko;;Centrum-Oost;5237226;490191;Private room;130;10;91;16.06.19;01. Sep;1;24
569499;Charming and luminous apartment;2717897;Mila;;Oud-Oost;5235815;491873;Entire home/apt;100;5;3;21.10.18;0.16;1;19
570478;Super nice place in Amsterdam!!;2806790;Adriana;;Westerpark;5238353;488069;Private room;70;3;190;31.10.17;Feb/25;1;290
570753;Southern Comfort near Vondelpark;2439449;Henriette;;Zuid;5234934;486913;Private room;65;3;348;01.07.19;04. Nov;1;207
571029;Spacious, 2 bedrooms & garden close to the centre!;2810037;Rosa;;De Baarsjes - Oud-West;523684;486064;Entire home/apt;150;3;10;27.05.18;0.12;1;0
571130;Monumental Amsterdam Canalhouse;2809841;Marlies;;Centrum-West;523787;489095;Entire home/apt;125;3;5;19.07.16;0.10;1;0
572208;AMS CENTRAL FAMILY HOME with huge garden.;2815910;Yaz;;De Baarsjes - Oud-West;5236671;487275;Entire home/apt;206;2;26;28.08.17;0.36;1;0
575603;Loft right in the city centre;2830952;Henning;;Centrum-Oost;5236069;489302;Entire home/apt;245;5;11;02.01.19;0.18;2;7
575615;Appartment in centre of Amsterdam.;2831228;Veronique;;Centrum-Oost;5237076;490295;Entire home/apt;200;4;32;22.04.19;0.38;1;16
579851;Studio on Spectacular Houseboat;2851886;Sonja;;Westerpark;5238982;488421;Private room;149;2;404;16.06.19;Apr/92;1;172
580978;Cosy apartment with canal view!;2859023;Mara;;De Baarsjes - Oud-West;5236534;485654;Entire home/apt;97;7;6;03.01.16;0.08;1;0
581342;Comfy house with garden in De Pijp;1544456;Martine;;De Pijp - Rivierenbuurt;5235403;489983;Entire home/apt;250;3;76;05.05.19;0.93;1;0
581869;Sunny & central located apartment near Albert Cuyp;2865047;Elise;;De Pijp - Rivierenbuurt;5235239;488894;Entire home/apt;140;2;16;09.06.19;0.19;1;0
582028;Large & quiet parkside Amsterdam apartment;2865851;Oliver;;Slotervaart;5235933;484151;Entire home/apt;85;7;10;30.12.18;0.14;1;141
582030;Bright & spacious design apt. in quiet area;405625;Daphne;;Bos en Lommer;5237809;485039;Entire home/apt;144;3;21;03.06.19;0.25;1;314
582121;Modern studio in stunning Jordaan;2866447;Laura;;Centrum-West;5237441;488068;Entire home/apt;120;3;59;03.09.18;0.77;1;34
582135;Jacky's place;2866493;Jacqueline;;Oud-Noord;5238723;491974;Entire home/apt;100;4;10;09.09.17;0.39;1;0
582280;Cats'n'Rooms, Amsterdam West;2867494;Lasha;;Geuzenveld - Slotermeer;5237696;481277;Private room;32;1;241;30.09.18;03. Sep;3;0
582382;Amsterdam Family Home;2868026;Emer;;Oud-Noord;5239387;491687;Entire home/apt;140;3;17;06.08.18;0.20;1;3
584938;Warm Family Canal House in the Center;199266;Anne;;Centrum-Oost;5237246;490278;Entire home/apt;230;2;1;20.08.17;0.04;1;0
588020;Large 3 bedroom apartment surrounde;1759884;Ivan;;Centrum-Oost;523709;491308;Entire home/apt;360;3;129;08.06.19;Feb/41;4;271
588059;Casa Bacco @ Amsterdam city center;1501059;Bacco;;Centrum-Oost;523598;489916;Entire home/apt;110;180;39;11.10.15;0.47;1;54
588116;Sweet Amsterdam ap. with garden...;2901110;Fanneke;;Oud-Oost;5235045;491614;Entire home/apt;90;4;37;28.10.18;0.51;1;0
588288;Singel Canal Duplex apartment;1759884;Ivan;;Centrum-West;5238019;489452;Entire home/apt;270;7;52;15.06.19;0.82;4;17
589194;Lovely apartment near city centre;2906309;Dounia;;Oud-Oost;5235374;490931;Entire home/apt;85;5;25;10.02.17;0.30;1;123
589237;Romantic Refuge;2906532;Roosien;;Zuid;5235289;485213;Entire home/apt;118;5;17;01.08.18;0.20;1;0
590236;Our Cozy Third floor Home;2912339;Kelli;;De Baarsjes - Oud-West;5236692;485332;Entire home/apt;130;4;35;21.04.19;0.43;1;277
590386;amazing apartment in Amsterdam!!;2913467;Ido;;Watergraafsmeer;5235495;493233;Entire home/apt;140;2;7;29.07.17;0.08;1;0
590681;Beautiful apartment near Vondelpark;2914846;Lotte;;Zuid;5234724;485026;Entire home/apt;150;2;8;10.09.16;0.09;1;0
591951;House on waterfront - free parking;2580855;Martine;;Bijlmer-Oost;5232698;498295;Entire home/apt;225;1;56;10.06.19;0.67;1;355
593101;Cozy room in Amsterdam's Center;2408429;Sofia;;Centrum-Oost;5236994;491482;Private room;65;3;293;08.07.19;Apr/65;1;293
593483;VanGoghDeHallenAmsterdamKeyLocation;2923773;Jack Sun;;De Baarsjes - Oud-West;5236616;486647;Entire home/apt;90;2;210;01.05.17;Feb/67;1;189
594474;Lovely apartment on TOP location;2871004;Laura;;Zuid;5235389;488206;Entire home/apt;200;2;32;02.01.16;0.38;1;0
599803;modern ap. with balcony&gardenview;2202945;Heleen;;De Baarsjes - Oud-West;5236552;486449;Entire home/apt;150;3;72;27.11.17;0.86;3;0
600983;floating room on amsterdam canal;2974208;Ben;;Centrum-Oost;5236716;49269;Private room;90;2;216;30.06.19;Feb/61;1;60
601498;Great apartment in center of Amsterdam;2976221;Maurits;;Oud-Oost;523566;490834;Entire home/apt;150;1;27;29.06.19;0.33;1;206
601882;Beautiful Family appartement;2977834;Roos;;Centrum-West;523748;487739;Entire home/apt;150;4;20;02.09.15;0.24;1;0
606871;Modern Houseboat | Canal Views! | JORDAAN AREA;3007402;Diewert;;Westerpark;5237752;487058;Private room;83;2;245;29.06.19;Mär 16;1;195
608432;Sleep at Amy's B'n'B Front Room;3015785;Erik And Mary Jo;;Centrum-West;5238315;488732;Private room;80;2;534;02.07.19;Jun/36;2;79
609250;Huge luxurious (2bedr.) apt in vibrant 'oud west'!;2485229;Brian;;De Baarsjes - Oud-West;5236298;486721;Entire home/apt;232;2;34;26.02.17;0.42;1;98
612698;Sunny & quiet apartment in Amsterdam close to RAI;3038971;Mihai;;Buitenveldert - Zuidas;5232653;487185;Entire home/apt;180;4;6;21.04.19;0.09;1;364
613088;Your own cottage in the countryside;3040748;Henk;;Noord-Oost;5240992;496291;Private room;78;1;341;24.06.19;04. Aug;9;297
613110;All u need, nice place in amsterdam;3040855;Michael;;IJburg - Zeeburgereiland;5236259;497807;Private room;85;1;265;23.06.19;Mär 17;5;22
619662;Artist's flat overlooking park;749611;Lioba;;Westerpark;5238347;486768;Private room;69;1;195;22.09.18;Feb/35;1;0
620056;Light, spacious apartment in trendy Westerpark;2782084;Marieke;;Westerpark;5238892;486973;Entire home/apt;235;3;31;10.06.19;0.37;1;63
621108;Charming apartment -  super center (Jordaan);3078096;Asaf;;Centrum-West;5237319;48813;Entire home/apt;160;4;38;17.06.19;0.53;1;11
623123;Beautiful and spacious apartment with big rooftop;2695123;Janne;;De Baarsjes - Oud-West;5236068;486543;Entire home/apt;120;3;15;09.06.19;0.18;1;13
623652;Spacious family residence.;2980639;Katelijne;;Oud-Oost;5235277;491031;Entire home/apt;213;4;25;05.05.19;0.35;1;16
623734;Big apartment near Vondelpark;3093502;Charissa;;De Baarsjes - Oud-West;5236285;486544;Entire home/apt;140;4;18;23.08.18;0.21;1;0
624485;Beautifull apartment at Westerpark;3098348;Hanneke;;Westerpark;5238694;487888;Entire home/apt;70;2;71;17.09.17;0.85;1;0
626872;Beautiful Apartment Amsterdam;3111814;Daniel;;Westerpark;5237625;487519;Entire home/apt;150;6;0;;;1;0
627188;Sleep at Amy's B'n'B Garden Room;3015785;Erik And Mary Jo;;Centrum-West;5238165;488874;Private room;90;2;310;01.07.19;Mär 68;2;60
627213;House boat near museums in the Pijp;3113556;Ingmar;;De Pijp - Rivierenbuurt;5235228;488742;Entire home/apt;150;3;14;21.06.18;0.17;1;0
628465;Cntr. Amsterdam - roof top, 1 bedrm;6522250;Maartje;;De Baarsjes - Oud-West;5236341;486358;Entire home/apt;125;2;36;22.01.18;0.43;1;0
